order_id,customer_id,product_id,order_date,quantity,amount
866,37,84,01-01-2024,4,
867,96,50,10-02-2024,1,2000
868,38,48,invalid,2,
869,121,78,10-02-2024,4,
870,223,30,invalid,3,2000
871,270,29,01-01-2024,4,2000
872,252,8,01-01-2024,-2,
873,40,12,invalid,-2,5000
874,152,41,,2,5000
875,99,26,01-01-2024,2,2000
876,226,50,01-01-2024,4,
877,140,2,15-03-2024,3,
878,54,55,01-01-2024,3,1000
879,104,56,15-03-2024,-1,
880,40,14,01-01-2024,0,5000
881,142,6,01-01-2024,0,1000
882,133,95,,0,5000
883,179,81,,1,-100
884,40,89,01-01-2024,-1,2000
885,257,61,invalid,4,-100
886,256,96,invalid,0,2000
887,237,12,01-01-2024,1,5000
888,101,13,invalid,1,5000
889,77,19,01-01-2024,-2,-100
890,96,44,,1,2000
891,198,89,10-02-2024,2,2000
892,42,95,15-03-2024,3,1000
893,171,59,invalid,1,
894,153,37,invalid,2,1000
895,132,25,,2,5000
896,44,16,invalid,-2,-100
897,170,38,01-01-2024,4,2000
898,99,43,01-01-2024,-2,1000
899,144,87,10-02-2024,1,-100
900,184,14,10-02-2024,-2,-100
901,281,6,10-02-2024,-2,
902,218,89,01-01-2024,4,2000
903,231,23,10-02-2024,3,-100
904,22,60,10-02-2024,0,2000
905,108,12,01-01-2024,1,1000
906,138,13,,4,-100
907,151,100,invalid,1,-100
908,49,98,15-03-2024,1,1000
909,115,6,01-01-2024,-2,2000
910,218,63,01-01-2024,3,2000
911,202,38,15-03-2024,-2,-100
912,46,50,15-03-2024,2,1000
913,273,52,10-02-2024,-1,5000
914,264,40,15-03-2024,-1,2000
915,107,8,invalid,4,5000
916,232,61,invalid,-1,-100
917,68,8,invalid,4,5000
918,161,97,invalid,0,5000
919,109,34,invalid,-2,2000
920,68,79,10-02-2024,2,-100
921,3,100,01-01-2024,2,5000
922,154,60,15-03-2024,-1,2000
923,142,57,01-01-2024,3,5000
924,177,99,15-03-2024,0,2000
925,214,46,10-02-2024,4,-100
926,192,22,10-02-2024,0,1000
927,208,87,,-1,2000
928,74,40,,4,2000
929,208,45,10-02-2024,4,5000
930,21,55,10-02-2024,-1,-100
931,3,51,15-03-2024,-2,
932,227,86,10-02-2024,3,
933,247,5,01-01-2024,0,1000
934,121,95,15-03-2024,2,-100
935,115,13,10-02-2024,-1,2000
936,277,28,15-03-2024,-2,
937,164,84,15-03-2024,2,1000
938,144,97,invalid,0,-100
939,85,80,,-1,1000
940,51,62,15-03-2024,4,
941,62,93,15-03-2024,3,5000
942,73,87,invalid,-1,5000
943,296,24,10-02-2024,3,-100
944,202,98,15-03-2024,-2,1000
945,163,7,invalid,-2,2000
946,122,38,01-01-2024,0,
947,152,37,invalid,3,5000
948,230,68,,-1,5000
949,254,98,,-2,1000
950,9,42,10-02-2024,-1,5000
951,161,86,10-02-2024,0,1000
952,122,5,,3,
953,131,64,,-1,1000
954,77,50,15-03-2024,2,5000
955,282,87,,-1,1000
956,112,15,10-02-2024,1,5000
957,254,95,,1,-100
958,180,73,10-02-2024,4,5000
959,14,53,01-01-2024,0,5000
960,280,25,,0,5000
961,20,89,10-02-2024,0,-100
962,108,85,invalid,2,2000
963,278,9,15-03-2024,3,5000
964,28,38,10-02-2024,2,2000
965,8,22,,4,
966,173,87,,-1,1000
967,108,49,01-01-2024,-2,2000
968,92,68,invalid,3,
969,105,93,10-02-2024,1,1000
970,147,15,invalid,1,5000
971,284,65,01-01-2024,4,5000
972,173,54,15-03-2024,1,5000
973,195,30,invalid,4,-100
974,7,93,01-01-2024,-1,-100
975,146,20,10-02-2024,-1,-100
976,233,33,15-03-2024,0,-100
977,60,100,,-2,
978,51,86,01-01-2024,0,
979,225,77,,-1,5000
980,186,7,15-03-2024,2,1000
981,123,8,01-01-2024,0,-100
982,218,28,01-01-2024,3,1000
983,213,45,15-03-2024,-1,
984,92,73,10-02-2024,-1,-100
985,26,89,01-01-2024,2,
986,254,80,15-03-2024,2,
987,126,74,invalid,2,2000
988,1,11,,-2,
989,186,31,01-01-2024,3,5000
990,89,12,invalid,-1,
991,25,95,01-01-2024,2,-100
992,293,78,10-02-2024,-2,5000
993,65,51,15-03-2024,1,
994,65,44,01-01-2024,3,5000
995,106,96,15-03-2024,4,
996,125,50,01-01-2024,4,5000
997,295,17,10-02-2024,1,1000
998,3,35,10-02-2024,1,2000
999,153,1,invalid,-1,5000
1000,28,29,10-02-2024,-2,-100
1001,196,51,15-03-2024,-2,2000
1002,172,64,10-02-2024,1,2000
1003,268,4,01-01-2024,3,
1004,89,87,10-02-2024,0,5000
1005,231,28,15-03-2024,1,2000
1006,176,16,01-01-2024,-1,-100
1007,7,63,invalid,1,-100
1008,161,76,invalid,3,-100
1009,216,53,invalid,3,
1010,264,85,01-01-2024,1,1000
1011,254,17,invalid,-2,5000
1012,164,40,10-02-2024,1,2000
1013,55,13,01-01-2024,2,5000
1014,269,52,01-01-2024,2,2000
1015,147,58,01-01-2024,0,
1016,267,96,,-1,5000
1017,291,37,15-03-2024,-1,
1018,161,79,,4,
1019,226,76,,-2,5000
1020,68,61,,-1,5000
1021,220,79,15-03-2024,0,2000
1022,52,34,,2,-100
1023,239,70,invalid,-2,
1024,145,17,01-01-2024,3,1000
1025,208,20,01-01-2024,2,2000
1026,267,73,10-02-2024,0,2000
1027,161,59,invalid,-2,-100
1028,153,69,15-03-2024,1,-100
1029,127,87,01-01-2024,-1,
1030,175,33,,0,2000
1031,59,78,10-02-2024,-2,2000
1032,251,17,10-02-2024,2,1000
1033,48,57,01-01-2024,-2,
1034,113,83,invalid,1,
1035,201,97,10-02-2024,0,-100
1036,157,1,01-01-2024,-2,
1037,88,13,invalid,3,1000
1038,291,27,01-01-2024,0,
1039,69,70,01-01-2024,0,5000
1040,155,59,invalid,2,5000
1041,130,6,invalid,4,1000
1042,254,97,invalid,-1,-100
1043,96,94,01-01-2024,4,2000
1044,95,99,10-02-2024,3,
1045,288,23,15-03-2024,1,-100
1046,113,10,15-03-2024,-2,-100
1047,268,51,01-01-2024,4,
1048,191,19,01-01-2024,-1,2000
1049,140,51,10-02-2024,2,
1050,281,92,invalid,-1,2000
1051,286,87,01-01-2024,0,1000
1052,259,68,,0,2000
1053,17,84,invalid,1,-100
1054,69,83,01-01-2024,3,1000
1055,162,42,,-2,5000
1056,231,91,10-02-2024,-2,1000
1057,118,57,,2,2000
1058,5,98,01-01-2024,1,1000
1059,220,68,15-03-2024,-2,1000
1060,289,38,01-01-2024,3,5000
1061,266,62,15-03-2024,0,2000
1062,94,7,10-02-2024,1,-100
1063,35,71,10-02-2024,-1,1000
1064,223,50,invalid,4,
1065,72,52,invalid,4,-100
1066,104,26,15-03-2024,1,1000
1067,11,26,15-03-2024,1,-100
1068,165,19,10-02-2024,3,
1069,73,9,,3,-100
1070,109,61,15-03-2024,-2,-100
1071,76,20,15-03-2024,4,
1072,175,50,,2,
1073,236,80,invalid,2,
1074,166,81,invalid,3,5000
1075,137,22,15-03-2024,-2,
1076,64,13,invalid,-2,-100
1077,146,12,invalid,-2,
1078,231,10,invalid,3,1000
1079,122,65,10-02-2024,2,
1080,240,96,01-01-2024,-2,
1081,55,30,15-03-2024,3,2000
1082,267,8,15-03-2024,-1,-100
1083,23,21,10-02-2024,-1,-100
1084,97,22,01-01-2024,0,1000
1085,268,18,01-01-2024,-1,5000
1086,55,66,10-02-2024,1,2000
1087,272,48,,0,1000
1088,116,44,,-1,1000
1089,153,9,01-01-2024,1,-100
1090,186,67,,-1,2000
1091,194,54,,3,-100
1092,268,26,,4,5000
1093,75,85,01-01-2024,1,-100
1094,183,94,,-2,
1095,113,92,15-03-2024,3,-100
1096,92,100,01-01-2024,4,
1097,175,26,10-02-2024,1,1000
1098,82,34,,3,5000
1099,114,8,invalid,-2,
1100,29,10,01-01-2024,1,5000
1101,176,48,10-02-2024,1,-100
1102,144,55,15-03-2024,4,-100
1103,81,54,10-02-2024,3,1000
1104,15,78,,-1,-100
1105,286,40,invalid,1,
1106,66,15,,-1,1000
1107,231,81,10-02-2024,1,5000
1108,178,18,01-01-2024,2,1000
1109,122,96,invalid,0,5000
1110,51,23,invalid,-1,2000
1111,99,62,10-02-2024,-1,
1112,130,46,,4,
1113,281,87,10-02-2024,-2,5000
1114,136,99,invalid,2,-100
1115,99,39,10-02-2024,-2,-100
1116,227,15,invalid,2,2000
1117,62,53,,2,5000
1118,262,88,01-01-2024,3,2000
1119,267,64,01-01-2024,3,5000
1120,102,63,10-02-2024,3,2000
1121,229,92,invalid,1,5000
1122,117,80,01-01-2024,4,
1123,43,16,invalid,-2,2000
1124,85,70,,0,2000
1125,252,66,10-02-2024,2,5000
1126,158,13,invalid,2,1000
1127,161,47,10-02-2024,4,1000
1128,227,9,invalid,-1,
1129,132,63,invalid,1,-100
1130,133,34,,0,-100
1131,82,81,10-02-2024,3,
1132,288,91,15-03-2024,2,-100
1133,231,29,invalid,-1,5000
1134,83,37,invalid,-2,1000
1135,197,43,01-01-2024,2,
1136,90,86,10-02-2024,-1,5000
1137,194,64,15-03-2024,-2,
1138,258,24,,1,1000
1139,1,71,15-03-2024,3,-100
1140,293,34,,4,5000
1141,75,48,15-03-2024,-2,1000
1142,145,12,15-03-2024,2,
1143,184,23,10-02-2024,0,2000
1144,40,79,01-01-2024,-2,5000
1145,106,97,15-03-2024,0,
1146,164,13,invalid,0,
1147,35,87,invalid,-2,1000
1148,81,96,invalid,4,
1149,94,45,01-01-2024,4,5000
1150,168,99,15-03-2024,1,5000
1151,122,65,,4,
1152,261,47,,-2,1000
1153,190,58,10-02-2024,4,5000
1154,295,5,01-01-2024,-1,2000
1155,98,77,15-03-2024,3,-100
1156,246,5,invalid,0,1000
1157,250,60,01-01-2024,3,1000
1158,166,96,01-01-2024,2,-100
1159,289,21,15-03-2024,0,-100
1160,285,24,10-02-2024,2,5000
1161,100,18,10-02-2024,-1,
1162,177,21,10-02-2024,-1,
1163,209,54,invalid,3,2000
1164,177,10,invalid,-1,
1165,124,24,15-03-2024,-2,2000
1166,53,85,10-02-2024,0,2000
1167,118,89,15-03-2024,2,1000
1168,247,60,10-02-2024,4,1000
1169,161,57,01-01-2024,3,5000
1170,153,23,,3,-100
1171,285,22,,-1,-100
1172,192,68,10-02-2024,-1,2000
1173,231,34,15-03-2024,2,-100
1174,25,70,invalid,0,2000
1175,163,28,10-02-2024,0,-100
1176,243,95,10-02-2024,3,5000
1177,193,99,invalid,2,1000
1178,226,39,10-02-2024,3,1000
1179,134,42,01-01-2024,4,2000
1180,66,23,invalid,1,-100
1181,154,70,01-01-2024,0,
1182,238,80,,2,5000
1183,166,2,invalid,4,-100
1184,111,24,invalid,2,
1185,22,17,15-03-2024,3,5000
1186,39,65,15-03-2024,-1,5000
1187,275,70,invalid,2,1000
1188,96,69,,3,2000
1189,24,60,10-02-2024,-2,-100
1190,278,50,15-03-2024,-1,5000
1191,12,93,,-1,-100
1192,166,12,,0,5000
1193,113,47,15-03-2024,1,1000
1194,125,67,10-02-2024,0,2000
1195,103,65,15-03-2024,-2,
1196,237,27,,3,
1197,23,48,01-01-2024,-1,1000
1198,99,88,15-03-2024,-1,5000
1199,120,62,,4,1000
1200,95,44,15-03-2024,2,2000
1201,188,19,,1,
1202,277,59,10-02-2024,1,-100
1203,39,8,,2,
1204,230,55,invalid,-2,2000
1205,130,47,01-01-2024,1,5000
1206,63,2,,-1,1000
1207,240,94,15-03-2024,-2,
1208,79,94,15-03-2024,0,
1209,12,39,,0,-100
1210,195,45,invalid,-2,1000
1211,23,32,,-1,-100
1212,130,65,10-02-2024,4,-100
1213,106,38,invalid,0,5000
1214,267,77,,3,
1215,180,11,01-01-2024,-1,1000
1216,198,10,invalid,2,5000
1217,147,59,,1,5000
1218,132,90,01-01-2024,4,5000
1219,39,55,,4,2000
1220,227,20,10-02-2024,-2,2000
1221,46,81,15-03-2024,1,5000
1222,96,17,,2,2000
1223,59,68,invalid,0,1000
1224,131,5,,4,
1225,161,60,,3,1000
1226,198,23,,-1,
1227,218,46,,4,2000
1228,181,52,invalid,4,1000
1229,190,10,invalid,-1,-100
1230,99,46,,2,5000
1231,232,28,15-03-2024,-2,
1232,175,97,,4,
1233,106,43,invalid,4,-100
1234,99,26,10-02-2024,1,-100
1235,254,55,,3,5000
1236,158,48,,0,2000
1237,145,29,,-2,1000
1238,219,27,,3,1000
1239,178,18,01-01-2024,3,1000
1240,254,60,,2,2000
1241,5,74,invalid,2,5000
1242,39,69,invalid,-1,1000
1243,76,74,01-01-2024,0,
1244,297,21,,-2,
1245,267,24,15-03-2024,-1,
1246,201,3,,4,-100
1247,66,95,invalid,0,-100
1248,62,62,10-02-2024,1,2000
1249,243,2,10-02-2024,1,1000
1250,66,66,15-03-2024,-1,-100
1251,59,42,,-2,
1252,110,34,01-01-2024,0,-100
1253,9,42,,1,
1254,161,20,15-03-2024,1,1000
1255,117,97,15-03-2024,-2,2000
1256,158,68,15-03-2024,-1,5000
1257,161,45,10-02-2024,2,5000
1258,183,75,,4,
1259,150,42,,3,-100
1260,58,47,01-01-2024,4,-100
1261,152,5,15-03-2024,0,
1262,160,89,15-03-2024,1,1000
1263,258,49,invalid,3,
1264,14,37,invalid,3,1000
1265,90,34,10-02-2024,2,2000
1266,93,73,,3,2000
1267,268,70,01-01-2024,-2,
1268,158,18,01-01-2024,-1,2000
1269,151,78,15-03-2024,0,-100
1270,296,19,01-01-2024,-2,1000
1271,52,78,15-03-2024,-1,5000
1272,78,40,,-2,5000
1273,184,17,01-01-2024,1,2000
1274,209,60,15-03-2024,1,1000
1275,128,99,,2,-100
1276,195,93,,-2,5000
1277,208,42,15-03-2024,4,-100
1278,17,81,15-03-2024,3,-100
1279,157,72,10-02-2024,1,5000
1280,231,65,,-1,5000
1281,131,53,15-03-2024,2,2000
1282,142,100,,3,1000
1283,49,7,01-01-2024,0,
1284,282,5,invalid,-2,1000
1285,259,24,invalid,4,
1286,175,28,15-03-2024,1,5000
1287,289,62,15-03-2024,4,-100
1288,133,17,,3,1000
1289,264,20,15-03-2024,-1,-100
1290,55,3,,-2,1000
1291,25,37,15-03-2024,4,1000
1292,245,90,,-1,-100
1293,93,15,15-03-2024,2,2000
1294,55,51,10-02-2024,1,5000
1295,81,48,,1,2000
1296,86,8,10-02-2024,2,2000
1297,225,13,10-02-2024,-1,1000
1298,233,48,10-02-2024,4,5000
1299,69,3,10-02-2024,-2,1000
1300,10,65,01-01-2024,-1,
1301,22,73,invalid,-2,1000
1302,237,31,01-01-2024,3,-100
1303,286,26,15-03-2024,2,1000
1304,5,81,15-03-2024,0,
1305,73,56,invalid,-2,1000
1306,35,34,invalid,1,
1307,187,9,invalid,3,5000
1308,37,62,10-02-2024,1,1000
1309,249,13,01-01-2024,3,
1310,49,69,15-03-2024,1,5000
1311,173,41,01-01-2024,-1,-100
1312,130,77,01-01-2024,4,2000
1313,54,1,01-01-2024,-1,
1314,282,89,invalid,-1,-100
1315,89,47,invalid,4,5000
1316,291,4,15-03-2024,3,-100
1317,147,100,15-03-2024,3,1000
1318,125,63,15-03-2024,4,2000
1319,38,52,01-01-2024,1,
1320,58,10,invalid,-2,5000
1321,186,28,10-02-2024,3,2000
1322,233,6,01-01-2024,1,5000
1323,195,27,,-2,-100
1324,38,12,01-01-2024,4,5000
1325,32,62,invalid,-1,5000
1326,117,52,,3,-100
1327,76,48,01-01-2024,0,-100
1328,74,67,invalid,-1,2000
1329,63,46,invalid,2,
1330,130,97,10-02-2024,-2,-100
1331,128,74,01-01-2024,0,2000
1332,236,95,invalid,-1,5000
1333,229,15,15-03-2024,3,5000
1334,49,71,invalid,0,1000
1335,51,36,10-02-2024,1,-100
1336,242,14,invalid,-2,2000
1337,160,78,01-01-2024,2,2000
1338,76,3,01-01-2024,1,
1339,191,67,,0,2000
1340,289,86,01-01-2024,-1,-100
1341,155,19,,-2,2000
1342,226,99,15-03-2024,3,1000
1343,70,76,10-02-2024,2,5000
1344,227,54,15-03-2024,-1,5000
1345,52,69,,2,2000
1346,95,10,invalid,3,2000
1347,61,33,invalid,4,2000
1348,296,13,15-03-2024,-2,2000
1349,95,99,invalid,0,1000
1350,176,51,,2,-100
1351,238,32,10-02-2024,-2,1000
1352,155,75,01-01-2024,2,1000
1353,272,24,,-1,1000
1354,23,35,,2,5000
1355,298,83,01-01-2024,4,1000
1356,291,70,01-01-2024,-1,2000
1357,94,40,10-02-2024,-1,1000
1358,104,54,10-02-2024,-2,2000
1359,139,44,10-02-2024,1,-100
1360,296,62,invalid,3,5000
1361,2,99,,2,-100
1362,245,68,01-01-2024,0,-100
1363,137,33,,-1,5000
1364,281,77,,1,2000
1365,299,56,10-02-2024,-1,2000
1366,148,36,10-02-2024,1,2000
1367,247,54,,1,5000
1368,1,19,10-02-2024,0,1000
1369,42,43,invalid,1,
1370,259,12,01-01-2024,0,1000
1371,104,11,,-2,1000
1372,227,70,01-01-2024,-1,-100
1373,282,12,invalid,0,
1374,216,91,10-02-2024,3,2000
1375,190,41,15-03-2024,4,1000
1376,208,25,invalid,-1,5000
1377,17,3,15-03-2024,4,1000
1378,157,3,01-01-2024,3,2000
1379,149,84,,2,1000
1380,100,28,10-02-2024,3,-100
1381,23,23,invalid,-2,-100
1382,88,48,10-02-2024,2,1000
1383,21,67,15-03-2024,2,-100
1384,177,42,15-03-2024,1,5000
1385,102,88,,3,
1386,132,40,15-03-2024,1,1000
1387,177,6,,3,5000
1388,217,20,invalid,2,5000
1389,252,11,,1,5000
1390,20,96,15-03-2024,4,2000
1391,251,27,01-01-2024,-1,1000
1392,120,21,,3,1000
1393,79,13,10-02-2024,3,1000
1394,47,86,01-01-2024,1,
1395,76,35,,3,5000
1396,222,47,10-02-2024,2,1000
1397,195,86,01-01-2024,1,-100
1398,38,28,,1,2000
1399,179,21,invalid,0,
1400,130,18,10-02-2024,4,2000
1401,169,31,invalid,4,5000
1402,189,60,15-03-2024,0,-100
1403,201,37,,2,5000
1404,85,21,,-1,1000
1405,261,14,10-02-2024,3,2000
1406,228,89,,-2,-100
1407,101,91,15-03-2024,3,2000
1408,192,60,,-2,
1409,19,23,01-01-2024,4,-100
1410,59,95,invalid,2,
1411,65,29,15-03-2024,-1,-100
1412,295,47,15-03-2024,-1,1000
1413,118,30,invalid,-1,2000
1414,124,90,invalid,0,2000
1415,130,84,15-03-2024,2,5000
1416,175,38,invalid,-2,-100
1417,78,83,10-02-2024,-1,-100
1418,178,27,invalid,2,
1419,294,89,01-01-2024,3,-100
1420,50,87,01-01-2024,-2,2000
1421,257,93,10-02-2024,4,-100
1422,194,15,invalid,0,5000
1423,171,59,01-01-2024,1,5000
1424,15,3,,-2,2000
1425,92,10,invalid,4,2000
1426,178,79,10-02-2024,4,2000
1427,24,80,invalid,4,-100
1428,17,17,15-03-2024,3,-100
1429,119,83,15-03-2024,-2,1000
1430,166,11,01-01-2024,-2,
1431,17,48,15-03-2024,1,-100
1432,120,5,10-02-2024,-1,1000
1433,25,69,01-01-2024,3,1000
1434,81,64,10-02-2024,4,5000
1435,147,14,10-02-2024,1,-100
1436,56,50,15-03-2024,-2,1000
1437,84,26,15-03-2024,3,5000
1438,263,72,10-02-2024,0,
1439,136,69,15-03-2024,-2,5000
1440,177,7,15-03-2024,0,
1441,195,16,15-03-2024,2,2000
1442,133,55,invalid,0,2000
1443,63,78,10-02-2024,-2,5000
1444,22,56,,1,2000
1445,73,4,10-02-2024,-2,-100
1446,145,100,01-01-2024,-2,5000
1447,127,48,15-03-2024,2,1000
1448,154,17,15-03-2024,4,-100
1449,49,36,,-1,5000
1450,153,70,01-01-2024,-2,
1451,267,80,invalid,2,2000
1452,45,93,10-02-2024,1,2000
1453,242,100,invalid,2,2000
1454,73,38,01-01-2024,2,5000
1455,101,62,,0,-100
1456,231,48,01-01-2024,-1,
1457,156,10,,-1,2000
1458,220,36,invalid,3,-100
1459,37,29,invalid,4,1000
1460,97,78,01-01-2024,1,1000
1461,264,4,01-01-2024,3,
1462,146,44,15-03-2024,4,2000
1463,73,56,,4,1000
1464,144,42,15-03-2024,2,-100
1465,173,100,10-02-2024,1,-100
1466,68,13,10-02-2024,4,1000
1467,173,46,01-01-2024,1,2000
1468,291,82,invalid,-1,
1469,48,33,10-02-2024,-1,2000
1470,286,21,10-02-2024,-1,5000
1471,53,80,15-03-2024,-2,1000
1472,36,79,15-03-2024,2,5000
1473,82,57,10-02-2024,1,1000
1474,179,69,01-01-2024,2,
1475,5,70,15-03-2024,4,2000
1476,83,67,10-02-2024,1,2000
1477,209,48,invalid,1,1000
1478,153,76,15-03-2024,3,-100
1479,187,100,10-02-2024,1,5000
1480,61,33,,1,2000
1481,75,36,15-03-2024,0,2000
1482,223,33,,0,1000
1483,290,31,15-03-2024,3,-100
1484,72,21,15-03-2024,-2,5000
1485,231,27,,-1,-100
1486,282,91,01-01-2024,4,-100
1487,210,72,10-02-2024,4,1000
1488,158,62,01-01-2024,1,-100
1489,148,96,01-01-2024,2,5000
1490,38,26,10-02-2024,4,
1491,286,66,invalid,0,
1492,289,12,01-01-2024,-1,5000
1493,122,22,01-01-2024,-2,1000
1494,264,17,01-01-2024,-1,2000
1495,165,7,invalid,1,1000
1496,14,68,15-03-2024,-1,5000
1497,36,37,,1,-100
1498,239,38,,3,
1499,154,96,invalid,0,-100
1500,245,11,01-01-2024,0,1000
1501,51,1,,1,5000
1502,9,25,invalid,2,
1503,287,42,10-02-2024,0,5000
1504,48,52,,2,
1505,289,24,10-02-2024,1,
1506,262,53,01-01-2024,3,
1507,224,56,,1,1000
1508,285,63,invalid,3,5000
1509,60,81,15-03-2024,4,2000
1510,98,8,,0,2000
1511,177,59,,2,2000
1512,52,45,,1,5000
1513,192,27,,4,-100
1514,9,52,invalid,0,5000
1515,54,18,invalid,4,
1516,267,91,15-03-2024,3,-100
1517,198,86,invalid,1,
1518,158,16,invalid,4,
1519,12,66,01-01-2024,4,5000
1520,36,5,01-01-2024,3,2000
1521,242,82,10-02-2024,-1,-100
1522,95,3,15-03-2024,3,1000
1523,13,91,01-01-2024,-1,2000
1524,160,81,15-03-2024,0,1000
1525,291,80,15-03-2024,1,5000
1526,70,70,,4,-100
1527,233,7,15-03-2024,0,5000
1528,94,50,,-2,1000
1529,116,14,10-02-2024,3,
1530,158,38,10-02-2024,0,5000
1531,275,79,10-02-2024,0,-100
1532,29,47,,4,5000
1533,153,33,,-1,2000
1534,289,43,10-02-2024,3,5000
1535,178,91,,-1,1000
1536,34,29,invalid,1,5000
1537,142,57,invalid,0,-100
1538,233,5,,3,5000
1539,231,93,,0,5000
1540,173,96,01-01-2024,1,-100
1541,231,60,01-01-2024,2,5000
1542,124,70,15-03-2024,1,-100
1543,239,2,15-03-2024,-1,1000
1544,14,70,15-03-2024,-1,-100
1545,82,43,10-02-2024,0,1000
1546,247,4,invalid,-1,1000
1547,247,56,10-02-2024,3,-100
1548,99,93,,1,5000
1549,258,59,01-01-2024,0,2000
1550,216,89,,1,-100
1551,149,9,,1,5000
1552,273,3,01-01-2024,0,1000
1553,173,90,,4,
1554,170,48,15-03-2024,2,2000
1555,285,43,01-01-2024,4,5000
1556,108,91,,-1,2000
1557,211,100,15-03-2024,-2,
1558,100,96,15-03-2024,4,
1559,12,1,invalid,-2,
1560,273,57,15-03-2024,-2,-100
1561,152,53,10-02-2024,-1,2000
1562,215,16,01-01-2024,2,-100
1563,82,51,01-01-2024,1,
1564,144,75,01-01-2024,0,5000
1565,106,90,,2,
1566,290,55,,-2,-100
1567,173,1,10-02-2024,3,
1568,130,90,15-03-2024,-1,
1569,46,28,,4,-100
1570,202,53,15-03-2024,-1,-100
1571,287,58,15-03-2024,4,5000
1572,264,73,,0,-100
1573,99,60,,3,5000
1574,199,59,10-02-2024,1,1000
1575,102,22,invalid,2,1000
1576,39,8,01-01-2024,3,-100
1577,3,49,,2,
1578,148,42,,2,2000
1579,160,27,15-03-2024,1,
1580,1,39,invalid,1,-100
1581,97,83,,4,5000
1582,224,25,invalid,1,
1583,229,38,01-01-2024,0,1000
1584,2,85,15-03-2024,-1,-100
1585,152,24,10-02-2024,-2,
1586,147,24,01-01-2024,1,
1587,157,60,invalid,-1,5000
1588,49,83,invalid,4,5000
1589,152,50,01-01-2024,1,5000
1590,108,66,invalid,-2,2000
1591,195,14,10-02-2024,3,-100
1592,202,53,10-02-2024,1,-100
1593,194,32,invalid,-1,1000
1594,134,96,invalid,4,1000
1595,288,92,10-02-2024,4,-100
1596,218,48,invalid,0,
1597,93,39,,4,-100
1598,151,40,15-03-2024,3,2000
1599,143,42,,4,1000
1600,204,77,invalid,4,1000
1601,90,76,invalid,3,1000
1602,201,8,15-03-2024,3,-100
1603,153,79,invalid,-2,1000
1604,62,26,15-03-2024,-1,1000
1605,252,12,10-02-2024,2,-100
1606,106,43,15-03-2024,4,
1607,27,51,15-03-2024,2,1000
1608,126,91,,2,1000
1609,125,82,invalid,0,1000
1610,22,100,10-02-2024,1,2000
1611,210,63,01-01-2024,4,-100
1612,243,49,15-03-2024,1,1000
1613,111,27,01-01-2024,1,2000
1614,164,9,invalid,0,
1615,39,39,15-03-2024,2,
1616,269,65,01-01-2024,3,2000
1617,127,71,,1,
1618,80,90,01-01-2024,3,5000
1619,5,71,,3,
1620,107,7,10-02-2024,0,5000
1621,25,72,invalid,0,2000
1622,229,80,01-01-2024,-1,5000
1623,4,67,15-03-2024,4,
1624,282,10,invalid,1,1000
1625,166,71,01-01-2024,2,5000
1626,252,85,15-03-2024,-2,
1627,179,53,15-03-2024,0,1000
1628,218,95,15-03-2024,3,2000
1629,176,87,15-03-2024,-1,2000
1630,14,57,01-01-2024,-2,-100
1631,78,91,10-02-2024,0,2000
1632,254,86,,-1,-100
1633,108,27,,3,2000
1634,101,54,,1,2000
1635,181,4,10-02-2024,4,2000
1636,36,88,15-03-2024,4,-100
1637,203,23,15-03-2024,-1,-100
1638,69,48,invalid,0,5000
1639,214,83,,4,
1640,86,42,,4,
1641,261,3,15-03-2024,1,
1642,229,91,,3,2000
1643,5,3,15-03-2024,2,
1644,100,28,15-03-2024,4,-100
1645,1,63,15-03-2024,-1,5000
1646,47,81,01-01-2024,-2,1000
1647,187,31,01-01-2024,3,5000
1648,49,10,01-01-2024,1,
1649,49,49,01-01-2024,3,
1650,275,86,10-02-2024,1,-100
1651,178,94,invalid,3,5000
1652,259,21,invalid,2,-100
1653,7,100,15-03-2024,-1,-100
1654,9,53,,-2,1000
1655,13,87,01-01-2024,4,-100
1656,251,76,invalid,2,-100
1657,164,89,invalid,-1,1000
1658,206,54,01-01-2024,-2,2000
1659,205,57,10-02-2024,3,2000
1660,267,20,10-02-2024,4,1000
1661,291,49,invalid,-2,-100
1662,174,7,10-02-2024,0,
1663,218,29,01-01-2024,-2,5000
1664,40,48,invalid,-1,
1665,87,93,01-01-2024,2,
1666,166,13,10-02-2024,4,-100
1667,188,3,01-01-2024,2,5000
1668,47,2,10-02-2024,4,5000
1669,73,16,10-02-2024,0,2000
1670,242,94,01-01-2024,-1,1000
1671,251,6,10-02-2024,-2,-100
1672,245,45,15-03-2024,0,5000
1673,146,71,01-01-2024,3,-100
1674,165,5,15-03-2024,1,2000
1675,5,56,01-01-2024,3,
1676,261,71,10-02-2024,-1,5000
1677,215,98,10-02-2024,0,2000
1678,280,32,invalid,2,-100
1679,220,49,invalid,0,2000
1680,94,13,15-03-2024,1,2000
1681,25,30,10-02-2024,-1,2000
1682,63,25,invalid,0,2000
1683,118,85,10-02-2024,4,2000
1684,62,60,01-01-2024,3,2000
1685,27,59,invalid,-2,1000
1686,154,85,15-03-2024,3,-100
1687,256,28,invalid,-1,
1688,278,58,10-02-2024,0,-100
1689,111,20,,3,5000
1690,19,34,,0,5000
1691,101,5,10-02-2024,3,-100
